,0
authority prescribing powers,0.4017835229678389
authority prescribing powers functions,0.40178352296783876
province_dinagat_islands,0.4002678570288054
party_app,0.40020260347600256
province_abra,0.40020260347600056
benefits amending,0.3998320744440364
development authority defining powers,0.3996641402996831
providing funds thereof,0.3995173184137408
category protected,0.39724915956660556
thereof amending purpose,0.3969403327757245
office land transportation office,0.3959358928853214
institutionalizing malasakit centers,0.39525384428311583
institutionalizing malasakit,0.39525384428311566
act institutionalizing malasakit centers,0.3952538442831147
act institutionalizing malasakit,0.39525384428311455
converting road stretching barangay,0.3944685710599332
norte tourism,0.3910198622445836
del sur state,0.3903447413350061
requiring mandatory,0.3894330717009038
purpose batas pambansa blg,0.3888587454797634
region_i,0.3882833932775923
barangay sangguniang kabataan elections,0.388016268197273
sangguniang kabataan elections,0.3880162681972724
effectivity act,0.38519719499093485
amended republic act 9994,0.38258149762627175
province albay,0.38248990157494006
allocating funds,0.3821357340576914
allocating funds therefor,0.3821357340576905
philippine statistics,0.3811890924175804
9165 known,0.3801645958946813
act 9165 known,0.38016459589468077
purpose batas,0.38014792095548133
purpose batas pambansa,0.3801479209554813
powers functions duties providing,0.37836412961385474
office land transportation,0.37829512333420234
province_cavite,0.3781693202612062
site appropriating funds therefor,0.37790624702984627
site appropriating funds,0.3779062470298461
site appropriating,0.3779062470298454
known expanded senior,0.37664095770526707
intercountry adoption,0.3753669659867023
pathways use duration,0.3744931513609356
use duration,0.3744931513609354
lanes emergency pathways,0.3744931513609354
network popup,0.37449315136093536
lanes emergency pathways use,0.37449315136093536
lanes emergency,0.3744931513609353
pathways use,0.37449315136093525
establishing network popup,0.3744931513609352
act establishing network popup,0.374493151360933
act instituting magna,0.37275960475017733
instituting magna carta,0.3727596047501771
instituting magna,0.3727596047501768
act instituting magna carta,0.372759604750176
25 years effectivity act,0.3722471657977209
years effectivity act,0.3722471657977199
disaster risk,0.3713760700358325
courts municipal,0.3712456363307983
trial courts municipal,0.3712456363307983
lone legislative district,0.3695812146213042
lone legislative,0.369581214621304
radio broadcasting stations,0.3688291192342451
known comprehensive dangerous,0.36765301237266834
known comprehensive dangerous drugs,0.36765301237266795
party_amin,0.36699614407263814
workers overseas,0.3652644911708094
migrant workers overseas,0.3652644911708092
quezon city appropriating funds,0.3651897066485429
quezon city appropriating,0.3651897066485422
surigao del norte,0.365032559843398
high school appropriating funds,0.3636809611426355
franchise establish operate,0.3632217891459695
franchise establish operate maintain,0.36322178914596837
ecotourism site appropriating,0.3614563109603042
ecotourism site appropriating funds,0.36145631096030334
resilience defining powers functions,0.3612782506850779
providing additional,0.36095460992901324
category protected landscape,0.3600633055550551
school known,0.3600297212140595
butuan city,0.3598294552606812
providing powers functions,0.35954953122218075
known expanded senior citizens,0.35925376249884666
salary grade 11,0.35916640852433873
republic act 10868,0.358639033556593
act 10868,0.35863903355658927
party_1-pacman,0.35803040027874994
creating additional branch regional,0.35659182129119493
branch regional trial court,0.3565918212911948
additional branch regional,0.3565918212911947
additional branch regional trial,0.35659182129119416
optional retirement age,0.35639240030418856
allowance public school teachers,0.35590317986213577
allowance public school,0.35590317986213554
allowance public,0.35590317986213443
high school appropriating,0.35534088391149116
quezon province,0.35524751709549585
declaring november,0.3546346559907112
act declaring november,0.3546346559907087
statistics authority,0.3542335087334701
philippine statistics authority,0.3542335087334701
declaring march,0.3541747528161601
act declaring march,0.3541747528161585
extension barangay,0.35294875878354565
development authority defining,0.3521027695471622
disease 2019,0.3513583316250082
authority appropriating funds therefor,0.35026877779935006
malita province,0.3502330216259401
malita province davao occidental,0.3502330216259397
municipality malita province davao,0.35023302162593956
municipality malita province,0.3502330216259395
municipality malita,0.35023302162593944
malita province davao,0.35023302162593895
blg 129 amended known,0.3496587452584018
day commemoration foundation,0.34939544649523285
teachers salary,0.349120876798555
teachers salary grade,0.3491208767985545
teachers salary grade 11,0.34912087679855447
national economic,0.34805622238267825
citizens amending,0.34729415421924253
province camarines,0.34668702806303897
public health emergency,0.34658995297644846
act requiring mandatory,0.34652083574580567
sur ecotourism site appropriating,0.3462496970727841
sur ecotourism site,0.3462496970727832
province bulacan,0.3459944763745746
telecommunications systems philippines,0.34588476302394555
election code,0.3455497220464777
province_bacolod_city,0.3447601457795794
authorizing increase,0.34454457196374055
commission appropriating funds therefor,0.3434543524789833
trial courts,0.3431235838355135
resilience defining powers,0.3425729873123389
act appropriating funds,0.3420785538522588
fisheries aquatic,0.33974536044993664
aquatic resources,0.33974536044993653
fisheries aquatic resources,0.33974536044993586
transportation traffic code,0.3393970636607314
traffic code,0.3393970636607313
land transportation traffic code,0.3393970636607313
land transportation traffic,0.3393970636607313
2019 covid19,0.33888933093681045
campus municipality,0.3388775550374542
providing guidelines,0.3377648647694607
beds upgrading,0.3366777946852731
party_nup,0.3363291247557178
child care,0.3363004973660755
providing penalties violations thereof,0.33575234578682833
instituting national land,0.33536274774672664
policy providing implementing,0.33536274774672625
instituting national land use,0.33536274774672603
national land use,0.3353627477467256
act instituting national land,0.33536274774672536
act 2004,0.33524092106266673
known migrant workers,0.3345949560561986
known migrant,0.3345949560561982
known migrant workers overseas,0.33459495605619793
la union,0.3326670833347624
program purposes,0.3326347940396247
coronavirus disease 2019,0.33245943674868633
republic act 8972,0.3316634619087113
act 8972,0.3316634619087107
government service insurance,0.3311801411517828
service insurance,0.3311801411517822
act establishing provincial office,0.3287077718730535
establishing provincial office,0.3287077718730516
amending certain provisions,0.32856378086765786
defining functions,0.32796962120377243
workers appropriating funds therefor,0.3279148003003936
workers appropriating funds,0.3279148003003934
workers appropriating,0.32791480030039327
heinous crimes,0.32760880026791217
protecting rights,0.3262905433318464
known government,0.3262100224081531
services facilities,0.32574998613312317
ref_ecology,0.32548377568738623
del norte appropriating funds,0.3251108252827479
del norte appropriating,0.3251108252827477
lanao del norte,0.32451165632837875
educational institutions,0.32413507099495
appropriating funds therefor purposes,0.32404016568971056
act establishing satellite,0.3226150732445214
establishing satellite,0.32261507324451894
known social security act,0.3225684753456772
social security act,0.32256847534567673
philippines amended,0.32244172890150413
policy providing implementing mechanisms,0.3198646007201472
regional trial courts,0.31784203349856566
pambansa blg 129 amended,0.31735382895807074
blg 129 amended,0.31735382895806885
defining penalizing,0.3168402077528474
tanods members lupon ng,0.3155193640132575
barangay tanods members lupon,0.31551936401325686
tanods members lupon,0.3155193640132567
funds thereof,0.31518557092871624
act enhance,0.3149952595535082
kabataan elections,0.3123560155995741
malasakit centers,0.31233017330767276
national local elections,0.3108622737880414
local elections,0.31086227378804104
multispecies marine hatchery,0.3104317292859103
defining powers functions providing,0.3073170696091383
franchise construct establish install,0.30700924564042964
converting road network,0.3069503971422215
road network connecting,0.30695039714222094
network connecting,0.30695039714222083
converting road network connecting,0.30695039714222044
act converting road network,0.30695039714222017
ref_youth_and_sports_development,0.30580465336541285
electric power,0.30553064565441435
overseas filipinos,0.30548004443701304
oriental mindoro,0.3045471484165114
known philippine,0.3025668928605171
compensation benefits,0.30250205871072666
ecotourism site,0.3017295445913385
high school known,0.3016030245319432
philippines repealing,0.29946845485869933
ref_population_and_family_relations,0.2988367002034503
bypass road,0.2975521728822008
court cities,0.2973026650489756
trial court cities,0.2973026650489746
municipal trial court cities,0.2973026650489744
authorizing increase medical,0.29650759072109856
increase medical personnel,0.296507590721098
authorizing increase medical personnel,0.29650759072109667
increase medical,0.29650759072109667
iloilo appropriating funds therefor,0.29575586391169834
iloilo appropriating,0.2957558639116983
iloilo appropriating funds,0.2957558639116975
province iloilo appropriating,0.2957558639116974
province iloilo appropriating funds,0.2957558639116973
party_gabriela,0.2947051259994471
agricultural fisheries,0.29434137165035235
barangay sta,0.29429096007401745
economic zone freeport,0.29374033388734894
zone freeport,0.29374033388734777
fund purposes,0.2931187669616431
act amending certain provisions,0.29174165770639804
7077 known citizen,0.29173907369209956
act 7077 known citizen,0.29173907369209945
7077 known citizen armed,0.2917390736920994
act 7077 known,0.29173907369209934
republic act 7077 known,0.29173907369209895
7077 known,0.29173907369209884
party_gp,0.2901364809806912
certain provisions,0.2897405469966801
extension office,0.2885661239637007
general hospital,0.2877674673001376
province_pangasinan,0.2872677902540025
defining powers,0.28723663185131204
located municipality,0.28695031135338334
migrant workers overseas filipinos,0.28683555935356436
workers overseas filipinos,0.2868355593535634
city known city,0.2868128050422471
component city known city,0.28681280504224455
disaster resilience defining powers,0.2859260717205794
act establishing philippine,0.2844424775433021
implementation republic act 11223,0.2842960097001406
complement implementation republic,0.28429600970014
complement implementation republic act,0.2842960097001398
complement implementation,0.284296009700138
region_vii,0.2835462169723638
twentyfive 25 years effectivity,0.28145461902217384
years effectivity,0.2814546190221734
25 years effectivity,0.28145461902217145
incentives act,0.27899766218904265
republic act 9165 known,0.2789960937462297
purpose republic act 7432,0.2780704008294791
defining powers functions,0.27611771243287386
office city,0.2755715359201445
operate maintain radio television,0.2755589791794847
maintain radio television,0.27555897917948435
prescribing powers functions duties,0.2733346134733659
singleuse plastic,0.2725785369336143
appropriating funds therefor amending,0.27108997463721896
development appropriating funds,0.27096423478213455
development appropriating,0.27096423478213344
institute appropriating funds therefor,0.2707198041107408
citizens act,0.27062144043234615
senior citizens act,0.2706214404323451
act regulating use,0.26884537830738786
authority appropriating funds,0.2674608430654791
authority appropriating,0.2674608430654787
del sur ecotourism site,0.2672012201144755
province davao occidental,0.26661661579491003
tourism development,0.26620775849587286
act repealing republic,0.26614891833772897
act repealing republic act,0.26614891833772847
act converting,0.26554247547532983
oro city appropriating,0.2647785012361772
oro city appropriating funds,0.26477850123617697
cagayan oro city appropriating,0.26477850123617636
act amending certain,0.2637070967602519
special nonworking,0.2636177811066687
thereof amending,0.2632278808250369
bulacan appropriating,0.26282243061055066
bulacan appropriating funds,0.26282243061054955
bulacan appropriating funds therefor,0.2628224306105491
davao occidental,0.2615964855810672
promoting entrepreneurship,0.26053528476395604
senior citizens amending,0.25889305138620267
purpose section 393 republic,0.2586504024316143
health doh,0.2574646255115532
department health doh,0.25746462551155197
national cultural,0.25735965869392674
national cultural heritage,0.2573596586939264
province_mountain_province,0.2571753020580147
corporation republic act,0.25687450258639416
corporation republic,0.256874502586394
party_lakas,0.25670381564380207
act ensure,0.25663997004933387
lump sum,0.2565296816775226
marine hatchery,0.2562171078299178
agusan del,0.2555725359390757
act establishing district,0.25537098190400087
establishing district,0.2553709819039983
strengthening national,0.2552920348704405
act 1994,0.25522156462706175
colleges universities,0.2545921179237719
ref_trade_and_industry,0.25400780310743687
maintain radio television broadcasting,0.2533032748901025
province_cebu,0.25296493059156594
ref_land_use,0.2528365201556834
school appropriating funds,0.2524555279795061
act 3815 known,0.25195148995797123
3815 known,0.25195148995796957
development appropriating funds therefor,0.24947920501205734
care appropriating funds,0.24875596563335883
health care appropriating funds,0.2487559656333586
care appropriating,0.24875596563335858
care appropriating funds therefor,0.24875596563335783
health care appropriating,0.24875596563335736
san isidro,0.2468499506281474
commemoration foundation anniversary,0.2465108121673984
school appropriating,0.2465013129894757
act establishing regular,0.2456270836536478
establishing regular,0.24562708365364683
amending certain,0.2443636909321094
resilience defining,0.24320035001054024
region muslim mindanao,0.2422704041501047
region muslim,0.24227040415010453
autonomous region muslim,0.24227040415010442
autonomous region muslim mindanao,0.24227040415010404
muslim mindanao,0.24227040415010404
school appropriating funds therefor,0.24180401531693207
province_bataan,0.2417183754398448
penalties violations thereof purposes,0.24141033526831238
authority defining powers functions,0.24063225028928997
authority defining powers,0.24063225028928675
province_makati_city,0.24048351777902394
province ifugao,0.24004310026776238
national internal revenue,0.23938859688225467
national internal,0.239388596882254
act numbered,0.23869914789742214
district office,0.23834759487703505
penalties thereof,0.23803069748241346
province_kalinga,0.2375678739847888
located municipalities,0.23710607853422494
development housing,0.23606876097769017
development housing act,0.2360687609776888
housing act,0.2360687609776886
ref_tourism,0.23565916998472627
granting hazard pay,0.23546785012066576
act granting hazard,0.2354678501206657
granting hazard,0.23546785012066557
act granting hazard pay,0.2354678501206645
functions purposes,0.2346573528810253
alienable disposable,0.23355139293335045
city tesda training assessment,0.23346760497259594
authority defining,0.2324800759212333
4136 known land,0.23211671014402357
republic act 4136 known,0.23211671014402346
4136 known,0.2321167101440233
act 4136 known land,0.23211671014402327
act 4136 known,0.23211671014402324
4136 known land transportation,0.23211671014402302
regulating use,0.23154646051388061
violations thereof purposes,0.23109757905162837
municipality libmanan,0.23055604209024147
holiday municipality,0.22969155151392592
school teachers salary,0.22875990002759045
public school teachers salary,0.2287599000275904
school teachers salary grade,0.22875990002758945
legislative district,0.22669885730958975
national internal revenue code,0.22662513851132887
franchise construct,0.2263085806917261
act granting abscbn,0.2254919503738971
granting abscbn,0.22549195037389658
abscbn corporation,0.22549195037389436
442 known,0.22543967445839486
442 known labor,0.22543967445839466
442 known labor code,0.22543967445839452
presidential decree 442 known,0.22543967445839425
decree 442 known,0.2254396744583942
decree 442 known labor,0.2254396744583934
province quezon,0.2246971392386082
special economic zone freeport,0.2237561591655192
881 known omnibus election,0.22323271977023013
881 known omnibus,0.22323271977022968
881 known,0.22323271977022585
internal revenue code,0.22290646927395474
revenue code,0.2229064692739542
city san,0.22214551550779277
129 known judiciary reorganization,0.22187627318799724
129 known judiciary,0.22187627318799247
ref_persons_with_disabilities,0.22166094652293494
jail management penology,0.21945028430443753
management penology,0.21945028430443714
bureau jail management penology,0.21945028430443708
bureau jail,0.21945028430443653
bureau jail management,0.21945028430443586
hospital municipality,0.21789067099566606
region_xi,0.21764413768501178
act 10923,0.21666748447046105
republic act 10923,0.21666748447046055
province_aklan,0.21661679626380562
bacoor national,0.21625258379620027
economic zone authority appropriating,0.21591204344317044
trust fund providing management,0.215822720149262
fund providing management,0.21582272014926193
trust fund providing,0.2158227201492612
act strengthen,0.21577378980114637
14 batas pambansa blg,0.21571771130284723
act lowering,0.21502403296417635
barangay health,0.21400318906655008
known city,0.2123169249729724
providing establishment,0.2102762413238972
multispecies marine,0.20922670934156906
administrative code,0.20919816734762903
special working,0.20751346402630227
vehicles amending purpose,0.20737951258110393
vehicles amending,0.20737951258110354
sangguniang kabataan,0.2069364262871791
province_parañaque_city,0.20614606171919816
functions providing funds therefor,0.20582310709009896
act amending certain sections,0.2050910626676915
building grant benefits,0.20486520682306847
contribution senior citizens,0.20486520682306775
contribution senior,0.20486520682306775
maximize contribution senior,0.20486520682306744
grant benefits,0.20486520682306744
maximize contribution,0.20486520682306741
act maximize,0.20486520682306725
maximize contribution senior citizens,0.20486520682306725
building grant,0.20486520682306703
act maximize contribution,0.20486520682306675
act maximize contribution senior,0.20486520682306564
surigao del,0.20441759167111034
increasing bed capacity,0.20335515689857475
increasing bed,0.20335515689857386
environment natural,0.20305945472655423
environment natural resources,0.2030594547265533
party_alona,0.20269403298493183
lanao del,0.2024994716196148
creating department overseas filipino,0.2018957033462257
known barangay,0.2006604016089833
public utility,0.20033847341513691
elibrary barangay,0.19994485671388929
establishing elibrary barangay,0.19994485671388923
act establishing elibrary barangay,0.1999448567138888
act creating department water,0.19860231791819277
real property,0.19648164944700497
motorcycles public utility vehicles,0.19574386832407392
city tesda,0.1949823771516126
city tesda training,0.19498237715161065
act amending presidential decree,0.19478845766516528
act amending presidential,0.194788457665162
benefits incentives act,0.19413025493265873
6975 amended,0.19332835097239573
labor code philippines amended,0.19287186109944474
province_tarlac,0.1916119030375679
education program,0.19158157712344454
northern samar,0.19157505970050842
national telecommunications commission,0.1911406098460776
national telecommunications,0.19114060984607734
telecommunications commission,0.191140609846077
establish operate maintain radio,0.19088784514799834
known ꞌthe,0.18897647102530388
internal revenue,0.18877550061803186
8291 known,0.18842986910698972
act 8291,0.188429869106987
republic act 8291,0.1884298691069865
republic act 8291 known,0.18842986910698648
act 8291 known,0.18842986910698586
fund amending purpose,0.18841863566245481
motor vehicle,0.1878432043405609
province misamis,0.18714471723196852
funds therefor amending,0.18655320330092945
purpose republic,0.1865228702051131
act establishing elibrary,0.18537245485017914
establishing elibrary,0.18537245485017645
annex barangay,0.1850148740909408
department disaster resilience defining,0.18312452067710425
disaster resilience defining,0.18312452067710375
department disaster resilience,0.18312452067710358
creating department disaster resilience,0.1831245206771022
health emergency,0.1822494660548113
fund providing,0.18213934054090208
universal health,0.18044501052324505
universal health care,0.18044501052324502
construct install,0.17929987857555982
stationed city,0.17842658842126913
act protect,0.1779979471287912
care act,0.17713500766125134
assistance program,0.17649435520660395
school converting,0.17625926359697386
technology southern,0.17594167007642827
university science technology southern,0.17594167007642814
science technology southern,0.17594167007642758
ilocos sur,0.1757342805248745
province antique,0.17563742803149757
province_lanao_del_norte,0.17499932250430242
party_bileg,0.1744811704258908
province kalinga,0.17412527038666503
disabled persons,0.1734452004999682
province northern samar,0.17328221278981729
province northern,0.17328221278981684
renewing twentyfive,0.1727013706656476
act renewing twentyfive,0.17270137066564722
independent elementary,0.17261721584130174
independent elementary school,0.17261721584130157
province misamis oriental,0.17240621837361764
purpose certain provisions republic,0.17062956253066633
san vicente,0.17050312499006803
code philippines,0.17022280421357938
act declaring september,0.1696794977138099
declaring september,0.1696794977138092
air act,0.16907710709978346
clean air,0.1690771070997812
clean air act,0.16907710709978052
region stationed,0.16903988981701584
129 known,0.16903647117449716
falls municipality,0.16888658381831054
special economic zone authority,0.16817500208231584
year special nonworking,0.1663644637074606
officers training corps rotc,0.166027492477776
libmanan tesda training,0.1656960545293444
libmanan tesda training assessment,0.16569605452934405
libmanan tesda,0.16569605452934327
providing penalties violations,0.1623837743798556
amending purpose certain provisions,0.16231391509266158
purpose certain provisions,0.16231391509265916
act establishing technical,0.15972564089904978
telephone company,0.15913926054324995
establishing technical,0.15868788463277847
strengthening commission,0.15813023635397652
act strengthening commission,0.15813023635397508
1980 amended,0.15810234009180762
party_ppp,0.1578938257128675
health workers amending,0.15783906569687653
act 8291 known government,0.15704811369616672
8291 known government,0.15704811369616517
8291 known government service,0.1570481136961649
13a republic act,0.1570481136961634
13a republic act 8291,0.15704811369616306
13a republic,0.1570481136961616
country appropriating funds,0.15698810760912388
country appropriating,0.15698810760912296
appropriating funds thereof,0.15661349009066886
provisions republic,0.15657412066826165
provisions republic act,0.15657412066826087
purpose republic act,0.15571993066873377
region_v,0.15559473554735428
working holiday,0.15545537768486786
act 1980 amended,0.1551897482454364
beds upgrading service,0.15501000889121724
beds upgrading service facilities,0.15501000889121622
province_quirino,0.1543609474547456
party_pdp–laban,0.1543609474547452
Author Count,0.15426941346699563
renewing twentyfive 25,0.154103574703974
act renewing twentyfive 25,0.15410357470397384
renewing twentyfive 25 years,0.15410357470397335
benefits privileges,0.15408054360027704
carta barangay,0.15182298012325718
act 6975,0.15120811616494612
republic act 6975,0.15120811616494453
establishing regular district office,0.15089786713854444
establishing regular district,0.15089786713854303
act establishing regular district,0.15089786713854256
regular district office land,0.15089786713854247
district office land transportation,0.15021882749021384
district office land,0.15021882749021337
emergency medical,0.15019619979425008
informal economy,0.15013881097270987
funds therefor amending purpose,0.15009059038643302
province_lapu-lapu_city,0.1489480614117222
province_pasay_city,0.1480270500546167
transportation traffic code purposes,0.14774848083495995
traffic code purposes,0.14774848083495976
officers training corps,0.14661761948416868
reserve officers training corps,0.14661761948416846
officers training,0.1466176194841684
reserve officers training,0.14661761948416802
judicial region stationed,0.14495922215705287
act establishing overseas,0.14456780922508752
establishing overseas,0.1445678092250875
district hospital municipality,0.1443224773824105
college appropriating funds,0.1425240889984693
college appropriating,0.1425240889984683
known family code philippines,0.1424325844843508
protected areas,0.14229561767357812
act 3815 known revised,0.14143145974123095
3815 known revised penal,0.14143145974122928
3815 known revised,0.14143145974122795
area category protected landscape,0.14106675633716748
reorganization act 1980 amended,0.14053787170988305
ref_local_government,0.13992882867844553
province_davao_de_oro,0.13977078007221672
sur ecotourism,0.13967847280283857
zone authority appropriating,0.1394517265462401
zone authority appropriating funds,0.13945172654623886
establish maintain,0.1394172090250605
omnibus election code,0.1389188350776877
omnibus election,0.138918835077687
act 10656,0.13852363385844285
republic act 10656,0.13852363385844096
province_basilan,0.13730461118195036
high school sports,0.13613936587988518
school converting independent,0.13432892258100226
province davao del norte,0.13411590403947765
act mandating establishment,0.1337407571047593
foundation anniversary,0.13325091549814544
establishment kadiwa ni ani,0.13312731888200766
establishment kadiwa,0.13312731888200682
establishment kadiwa ni,0.13312731888200652
kadiwa ni ani,0.1331273188820064
kadiwa ni,0.13312731888200624
kita store,0.13312731888200618
ani kita,0.13312731888200616
kita store barangay,0.1331273188820061
ni ani,0.13312731888200607
ni ani kita,0.13312731888200602
providing establishment kadiwa,0.13312731888200596
ni ani kita store,0.13312731888200585
act providing establishment kadiwa,0.13312731888200574
ani kita store,0.1331273188820057
store barangay,0.13312731888200566
kadiwa ni ani kita,0.13312731888200544
providing establishment kadiwa ni,0.13312731888200516
ani kita store barangay,0.13312731888200463
code philippines amended,0.13193297077306132
act 2015,0.13159164135642487
parañaque city appropriating funds,0.13147097241951705
parañaque city appropriating,0.13147097241951666
bilang 129,0.1305576980345758
pambansa bilang 129,0.13055769803457534
batas pambansa bilang 129,0.13055769803457432
act 8749,0.1300416237973828
republic act 8749,0.1300416237973824
workers providing,0.12974443671997887
263 264,0.12871454654332914
repealing purpose republic act,0.12853242162942152
repealing purpose republic,0.1285324216294211
region_vi,0.1285263338392389
public school teachers appropriating,0.12780730457012485
act strengthening,0.12763172741256446
providing magna,0.12577573508275686
act providing magna,0.12577573508275675
act providing magna carta,0.1257757350827567
providing magna carta,0.12577573508275602
regular district,0.1256263396296081
del pilar,0.12493895120862991
11 12,0.12444766560653608
functions responsibilities,0.12408185449152159
converting independent,0.12392378999621284
hatchery municipality,0.12339289125544779
citizen armed,0.12304833193025336
care workers,0.12280422876496733
province_north_cotabato,0.1225987691106909
philippine national,0.12254431544003472
province_tawi-tawi,0.12029545872938269
province_zamboanga_del_sur,0.12013733570437629
health care services,0.11945211393183586
multispecies marine hatchery municipality,0.11854972693769039
marine hatchery municipality,0.11854972693769011
institute appropriating,0.11819257395755518
institute appropriating funds,0.11819257395755493
office land,0.11803450000768956
party_a teacher,0.11756254975746366
benefits barangay,0.11510411188002366
high school,0.11480067730185736
act 2002,0.11438454878289214
party_pdplbn,0.11375481446728047
management penology bjmp,0.11360965072070511
jail management penology bjmp,0.11360965072070431
penology bjmp,0.11360965072070409
increase medical personnel appropriating,0.11339748597655791
medical personnel appropriating,0.11339748597655777
medical personnel appropriating funds,0.11339748597655755
misamis oriental,0.11323075791820647
purpose republic act 7160,0.11146217564182395
water marine hatchery barangay,0.11114526361417645
purpose section,0.11009568259032043
act prohibit,0.10992441076227552
act repealing,0.10901991564781151
functions providing funds,0.10795464406603274
skills development authority tesda,0.1078088571885162
development authority tesda,0.1078088571885162
authority tesda,0.10780885718851564
province nueva,0.10767198130650968
province_misamis_oriental,0.10707779879186388
amended republic act 9340,0.10528475016336658
act 2010,0.10465713441956698
mandating establishment,0.10442084883762348
national local,0.10441659494906522
province_palawan,0.10322355696109338
professionalizing organization,0.1027509808408002
protected area category,0.10227593161807136
area category,0.10227593161806986
amending purpose section,0.1022717206357896
province cotabato,0.10177516355482788
electric power industry,0.10085079085872645
industry reform,0.10085079085872539
electric power industry reform,0.10085079085872517
power industry reform,0.10085079085872511
power industry,0.10085079085872503
industry reform act,0.100850790858725
power industry reform act,0.10085079085872498
philippines providing funds,0.10071712814143688
bed capacity,0.10064788712523273
act creating philippine,0.09981977766052838
department water,0.09959710791215162
oriental known,0.09695113284399771
davao oriental known,0.09617121353123553
special working holiday,0.09609498820650245
province_cebu_city,0.09579324952714358
philippines providing funds therefor,0.0956068991731821
functions appropriating funds therefor,0.09527052982233841
province_davao_occidental,0.09480882867624363
known local government,0.09453219951013381
known local government code,0.09453219951013336
party_lp,0.09342061963918948
province misamis occidental,0.0933226529488709
act establishing technical education,0.08991483219106475
province davao oriental known,0.08919404610914614
establishing technical education skills,0.08898779504198845
establishing technical education,0.08898779504198792
powers functions providing funds,0.08811147783053312
urban development housing act,0.08790272459416298
urban development housing,0.08790272459416261
province ilocos,0.08754537130250722
amending certain sections,0.08734176304570496
section 393 republic,0.0872932349728395
section 393 republic act,0.08729323497283914
known local,0.08675532354148613
labor code philippines,0.08600431001010295
province_capiz,0.085295250993003
ref_government_reorganization,0.08511926284443455
regular district office,0.08488701530314935
install operate,0.08474847561391374
install operate maintain,0.08474847561391324
party_marino,0.0838760578870631
general santos,0.08317351735901006
service insurance act,0.0817090236046982
service insurance act 1997,0.0817090236046982
insurance act 1997,0.08170902360469795
known government service insurance,0.08170902360469791
government service insurance act,0.08170902360469778
known government service,0.0817090236046975
act mandating institutionalization,0.08159320549482527
1997 amended purposes,0.080677396226282
code 1997 amended purposes,0.08067739622627676
act strengthening national,0.07941516977088647
ecotourism destination,0.07938077470584382
certain provisions republic,0.07864945780921376
certain provisions republic act,0.07864945780921133
establishing network popup bicycle,0.07850984336481759
network popup bicycle lanes,0.07850984336481742
popup bicycle,0.07850984336481726
popup bicycle lanes,0.0785098433648172
network popup bicycle,0.07850984336481642
municipality san fernando,0.07824228410906894
act protecting rights,0.07817471528472969
public private schools,0.07796803336715319
television broadcasting stations philippines,0.07774326246797769
workers amending purpose,0.07617410923232065
province_guimaras,0.07602079818849894
tourism development area,0.07579923858846838
development area,0.07579923858846699
republic act 8042 known,0.07560872564795487
act 8042 known,0.07560872564795232
act 8042 known migrant,0.075608725647952
amending purpose republic,0.07543158356529227
region_xiii,0.07526074411392641
general appropriations,0.07513341102141577
appropriations act,0.07513341102141562
general appropriations act,0.075133411021415
protected area,0.07485721819877211
province_benguet,0.0740622456627619
act 2013,0.07316311469928982
ref_labor_and_employment,0.07290107807139762
independent barangay known,0.07285774526416217
independent barangay,0.07285774526416111
independent barangay known barangay,0.07285774526416061
act amending,0.07281065081211124
violations thereof,0.07223148308370504
prescribing penalties therefor,0.07100694557441084
ref_ways_and_means,0.06922791998021238
province_marikina_city,0.06905799573721651
amending certain provisions republic,0.06863181745675104
mandating national government,0.06852899840420162
tobacco products,0.06735262066302017
related purposes,0.06583070553819567
municipality san jose province,0.0655064777923248
ref_dangerous_drugs,0.0653411533580795
oro city,0.06484282361243765
14 batas pambansa,0.06403532861904954
14 batas,0.06403532861904923
country appropriating funds therefor,0.06299952378235409
mandating national,0.062158524263485726
act establishing fish port,0.061853413132052185
act establishing fish,0.061853413132052185
establishing fish port,0.06185341313205217
establishing fish,0.06185341313205188
school sports,0.06150832035111453
local government code 1991,0.06079121407462376
government code 1991,0.06079121407462321
misamis occidental,0.06017157090029948
ref_foreign_affairs,0.05983122590176504
television radio,0.0577927979639197
return service,0.057448680346906866
cagayan oro city,0.05694215543120468
national program,0.05597909023731393
10656 republic,0.05571498523021216
act 10656 republic,0.055714985230210325
10656 republic act,0.05571498523020999
republic act 10656 republic,0.05571498523020983
act 10656 republic act,0.05571498523020944
10656 republic act 10923,0.0557149852302083
davao del sur appropriating,0.055437971255481444
government private,0.05540026972780365
extension campus,0.05516912888903505
government hospitals,0.05401342543665724
code 1991,0.053462266502821765
penalties violations thereof,0.05294208331794375
republic act 11223,0.05276000477233158
act 11223,0.052760004772330546
ref_food_security,0.05269808048266919
department environment,0.0488386029471346
providing funds,0.04613892938447753
educational institutions amending,0.045913519847476075
road stretching,0.04558724734913014
act establishing special economic,0.045055234346021655
establishing special economic zone,0.0450552343460191
establishing special economic,0.04505523434601841
parents welfare act,0.04376058340194494
parents welfare,0.04376058340194458
judicial region,0.04342586400718537
rationalizing professionalizing organization upgrading,0.04302726473551399
act 1996,0.04270828545102562
amending purpose republic act,0.04217221683375558
grade level,0.04195766110955734
training accreditation,0.04192744667475032
establishing national high school,0.04180177716820774
establishing national high,0.04180177716820745
act establishing national high,0.041801777168205545
pnp bureau,0.04138452239641033
pnp bureau protection,0.04138452239641027
national police pnp bureau,0.04138452239641022
