,0
multispecies marine hatchery barangay,14.43296210493829
regulating sale,14.425075490702673
act regulating sale,14.425075490702671
duties providing funds,14.41975962522023
alienable disposable lands,14.41865805683349
disposable lands,14.41865805683348
province zamboanga sibugay,14.412809207998846
province camarines sur,14.40421391232082
providing penalties,14.400788686336988
therefor amending purpose republic,14.390846634126078
act declaring city,14.387752692558916
act creating department,14.377939095428708
act regulating use,14.377323718068155
install maintain,14.37604035174665
ref_government_enterprises_and_privatization,14.37119969774917
province davao oriental,14.363227631209055
camarines norte,14.349597343640353
act converting,14.338582202122083
resource centers,14.318375896317775
development authority,14.31573948741434
province_albay,14.315337295139377
barangay poblacion municipality,14.314950199683695
amended presidential decree,14.299366080333492
amended presidential,14.299366080333485
province misamis oriental,14.290915162831515
del norte,14.280911656205996
province_aklan,14.280747131350747
provincial science,14.258225762120077
province ilocos sur,14.256144908382042
care providing,14.251231353084062
province_mountain_province,14.245291647639204
tourist destination,14.224493865043113
therefor purposes,14.224136665936058
prescribing penalties,14.222463977432843
providing additional,14.221844034534005
purpose article,14.213886431962901
amending purpose article,14.21388643196289
oro city known barangay,14.20525252917625
province bulacan known,14.200848613265283
bulacan known,14.200848613265283
provincial science technology,14.196905027414452
province_marikina_city,14.196398081065743
act granting additional benefits,14.18526748652209
purpose commonwealth,14.18259792903187
centenarians act 2016,14.168811150157907
1st district,14.154292982282032
27 28,14.148617534093063
province negros occidental,14.14477143634772
public private schools,14.138567591201221
party_bayan muna,14.135418068530175
norte tourist,14.13111478372129
funds therefor purposes,14.125437073214329
san jose,14.122437968114035
oriental mindoro,14.121778340413787
party_gp,14.121739883393644
barangay health workers,14.116344278220307
creating department,14.112991728652826
sur known,14.111629752395912
local government units,14.110469525555953
barangay health workers amending,14.107109936207685
sexual orientation,14.092413524404995
act providing comprehensive,14.090027149496777
providing comprehensive,14.090027149496775
corporation franchise,14.086605028675274
government units,14.086339654261078
funds thereof,14.08459802539797
province_quezon_city,14.080180529188715
province zamboanga del norte,14.078869311698206
carta public,14.071550535489722
magna carta public,14.07155053548971
del sur appropriating,14.063438566657378
del sur appropriating funds,14.063438566657371
quezon city appropriating,14.062011005539828
quezon city appropriating funds,14.062011005539826
purpose pertinent provisions,14.05879089730697
imposing stiffer,14.057572911443529
act number,14.05067117145438
republic act number,14.050671171454361
tourism development,14.045787928834358
province_bukidnon,14.038387523443399
act providing free,14.02586752467263
penalties therefor,14.015205255698168
ref_suffrage_and_electoral_reforms,14.012862481194292
provisions republic act,14.006665909554746
provisions republic,14.006665909554744
amending certain sections,14.004785074037375
province lanao del norte,14.004638935854512
purpose certain,13.998922809522035
imposing stiffer penalties,13.981369387133476
party_recoboda,13.974645684198412
province_batangas,13.971598990891003
del norte known,13.965751802694516
providing management purposes,13.962726969911024
ref_agrarian_reform,13.94969152524086
nueva vizcaya,13.94705354057687
purpose presidential decree 442,13.946243382277627
urban development,13.945480152494428
local government unit,13.928675483616669
government unit,13.928675483616654
act providing mandatory,13.92468352610927
zone authority appropriating,13.922143089194444
zone authority appropriating funds,13.922143089194437
ilocos sur,13.917014500250282
lanao del norte known,13.904319352537318
party_gabriela,13.903252241828875
code 1997 amended purposes,13.900356418323012
1997 amended purposes,13.900356418323003
functions responsibilities,13.90016512700021
amending section 13,13.900054588842513
act defining penalizing,13.899013602550566
revised penal,13.894774949221773
province nueva vizcaya,13.893669387159882
party_pmp,13.886318782557456
natural resources,13.885877521045897
norte tourist destination providing,13.882863865429915
norte tourist destination,13.882863865429915
amending purpose ra,13.879262432874203
province_bataan,13.877417009399158
act prohibiting imposition,13.874292461944512
prohibiting imposition,13.874292461944501
manila known,13.872284205868153
metro manila known,13.872284205868144
province camarines sur known,13.870865203710505
camarines sur known,13.8708652037105
party_kabataan,13.869503395131572
parcel land,13.865781839816016
commemoration founding anniversary,13.843255519132427
protecting rights,13.840485345027648
high school sports,13.838872698337875
years amending,13.834749619362391
area category,13.834693338813548
protected area category,13.83469333881354
gender identity,13.834024546845239
ref_government_reorganization,13.831043196562561
party_nvteño,13.826603949056885
province_navotas_city,13.826603949056748
city national,13.822579340022598
defining powers functions providing,13.814826478490097
province_misamis_occidental,13.813380110103665
party_app,13.799883177890544
province_abra,13.799883177890344
development philippines,13.797420727243672
providing mandatory,13.797280707413746
act converting provincial,13.787491514038903
converting provincial,13.787491514038894
known public,13.774490697065685
construct operate,13.76768438000444
construct operate maintain,13.767684380004425
program providing,13.750819214454545
act making position,13.730930224159385
making position,13.730930224159373
12 public,13.721617382872594
12 public private,13.721617382872576
party_act-teachers,13.708790506133262
commemoration founding,13.680483113559017
repealing purpose,13.673880979102739
senior high school,13.663559534583317
trial court,13.655383541237343
high school annex,13.652366037736833
school arts,13.643874556391884
province_bohol,13.641912058330853
purpose republic act 7432,13.641459965572906
purpose pertinent,13.634460140945016
act protecting rights,13.634319319696028
solid waste,13.625816471479936
radio broadcasting stations philippines,13.623810321285344
increasing minimum,13.619426609052603
act increasing minimum,13.619426609052582
philippines providing funds therefor,13.615231457163487
stiffer penalties,13.609687941285165
act providing national,13.600897493310324
high school municipality,13.598067948026914
school municipality,13.598067948026914
province_quirino,13.582154910639764
party_pdp–laban,13.582154910639758
creating additional,13.580618709403197
country providing,13.58038550094599
penal code,13.580340478832893
norte known,13.556131981318032
province misamis occidental,13.554674098513622
elementary high,13.553977877365671
program providing funds therefor,13.547770853271611
known special,13.543445672453139
judicial region stationed city,13.541166785930407
corporation franchise construct,13.535270221535443
prescribing penalties violation,13.534628762090135
prescribing penalties violation thereof,13.533207143240624
amending articles,13.529533216705317
province_davao_del_sur,13.523170024008817
local elections,13.518747665713953
national local elections,13.518747665713942
insurance act,13.518542135998498
health emergency,13.512836491972719
open disposition,13.505153439206236
workers barangay,13.484015334559292
health workers barangay,13.484015334559285
providing national,13.479917138315773
agusan del sur,13.472406738882803
known civil,13.47112699027656
senior high,13.463361602831366
6975 amended,13.460080112584905
district office appropriating funds,13.455025894148871
district office appropriating,13.455025894148841
health emergencies,13.451517960895739
philippines providing funds,13.447273068207187
surigao del norte,13.44308586204093
providing free,13.432379797197601
misamis occidental,13.42997708071518
government financial,13.429897054452894
road national road,13.426537488665627
sur national,13.423269716027981
ref_basic_education_and_culture,13.411978363832894
city metro manila,13.409501690621509
city metro,13.409501690621504
stationed municipality,13.4043774870049
province_north_cotabato,13.395087995104571
stations philippines purposes,13.392403164173055
duration covid19 pandemic,13.3886114061562
duration covid19,13.388611406156183
act amending articles,13.385855054103331
public health emergencies,13.385606804713046
rehabilitation center,13.378010864425143
municipality libmanan,13.377605876889012
1991 purposes,13.376637615135646
government code 1991 purposes,13.37663761513564
management utilization,13.369621534465665
providing management utilization,13.369621534465653
act providing protection,13.366130933622768
open disposition agricultural,13.363240887423029
disposition agricultural,13.363240887423025
act creating additional,13.3595405908727
region stationed city,13.355593533368005
amended appropriating funds therefor,13.35180309432359
defining penalizing,13.339117084921845
office land,13.333847256538391
province camarines,13.329295076588728
public health emergency,13.32686235404152
province_la_union,13.31990785033518
special nonworking holiday municipality,13.313399334424336
nonworking holiday municipality,13.313399334424334
commemoration foundation,13.29544561932464
leyte appropriating funds therefor,13.286536860340902
municipal trial court,13.263807193039622
city tesda training,13.252371821915306
city tesda,13.252371821915286
cagayan oro,13.242692196198217
ref_ways_and_means,13.240819987903926
province_negros_occidental,13.237834784202576
nonworking holiday province,13.23277035384131
amending purpose certain,13.23247611547973
trial courts municipal,13.23043478468116
courts municipal,13.230434784681158
mandating department,13.23000340372411
philippine national police,13.225112073928154
known family,13.21284645242653
known family code,13.21284645242653
act appropriating,13.195855201018142
district engineering,13.19017702039039
region_iv-b,13.190170072612611
code philippines amended,13.18592290573324
national police,13.17585179882617
repealing purpose republic act,13.16398070291044
repealing purpose republic,13.16398070291044
maintain operate,13.161242451117893
public telecommunications,13.156202569021513
act instituting reforms,13.135746232553526
instituting reforms,13.135746232553512
act mandating department,13.130314181112226
school annex,13.126918946822341
providing protection,13.122338078261304
province_ilocos_norte,13.12050839849977
financial institutions,13.11787647199034
mandating inclusion,13.101952042172215
act mandating inclusion,13.101952042172202
ref_dangerous_drugs,13.095829759641255
holiday municipality,13.090342039243868
government service,13.064999264486453
act 1995 amended,13.063772985634138
1995 amended,13.063772985634115
province davao del norte,13.053182584345352
program providing funds,13.051900802051938
country providing funds therefor,13.049833630109486
special nonworking holiday province,13.04931027688952
provinces cities,13.041933708297707
commemoration foundation anniversary,13.04078338864563
functions providing funds,13.035992519457306
amended appropriating funds,13.026833778934229
amended appropriating,13.026833778934215
tourism destination providing development,13.01219157776336
tourism destination providing,13.012191577763357
civil code philippines,13.000294342465953
elementary secondary schools,12.994879323818768
defining powers functions purposes,12.994413979360399
broadcasting stations philippines,12.978440467140963
act declaring march,12.976599804476125
declaring march,12.976599804476123
province lanao,12.974464031458083
province lanao del,12.974464031458076
additional benefits privileges,12.974050227122369
road stretching,12.966179290407958
beds upgrading,12.966088670929953
stations philippines,12.957025659780019
founding anniversary,12.95663318938611
libmanan tesda training assessment,12.955092669452268
libmanan tesda training,12.955092669452267
libmanan tesda,12.955092669452263
land transportation,12.94241236294403
party_bileg,12.930533160334257
regional trial court,12.930045942986453
province_quezon,12.92100828791682
prescribing powers,12.916931485974668
known magna carta,12.914780814934662
known magna,12.914780814934662
penology bjmp,12.907876860425137
jail management penology bjmp,12.907876860425137
management penology bjmp,12.907876860425137
province misamis,12.901515622456225
hospitals country providing funds,12.893766843042279
hospitals country providing,12.893766843042275
hospitals country,12.893766843042254
numbered thousand,12.882452065380871
act numbered thousand,12.882452065380871
republic act numbered thousand,12.88245206538087
granting additional,12.877522371761367
construct establish,12.87171806207698
province_manila,12.868810302171543
ref_senior_citizens,12.85842507677074
franchise establish,12.85148418279324
district engineering office,12.84978130301541
engineering office,12.849781303015405
mandating national,12.843126984058461
known national internal,12.842831700726082
known national internal revenue,12.84283170072608
medical personnel,12.8271836899774
act amending certain sections,12.825371809696854
province_leyte,12.820293758333635
purposes twentyfive 25,12.806045884312049
purposes twentyfive 25 years,12.806045884312045
purposes twentyfive,12.806045884312045
davao oriental known,12.803648515085435
davao del norte,12.80337431828471
batas pambansa blg,12.795913925065747
pambansa blg,12.795913925065744
libmanan camarines sur,12.794458456401752
libmanan camarines,12.794458456401749
province ilocos,12.781210968809267
province_masbate,12.767599889533695
province davao oriental known,12.759262435359869
television stations,12.75432044553044
provinces cities municipalities,12.75311131140777
providing stiffer,12.745750864648194
providing stiffer penalties,12.745750864648194
province_southern_leyte,12.737702117095399
campus appropriating funds,12.735365004753646
municipal trial courts,12.732858492295776
providing development,12.722536285513186
city tesda training assessment,12.72040332695753
center appropriating funds therefor,12.718235696705307
protected landscape,12.712812956346031
ref_local_government,12.70752246437937
beds appropriating funds therefor,12.703545888657196
amending purpose,12.702276458477927
sewage sanitation,12.69748174969348
province_guimaras,12.692414929989596
functions duties,12.688283224199441
discrimination basis,12.687694885233963
personnel appropriating funds therefor,12.681715863412812
province surigao del sur,12.67841878585391
cebu technological,12.664786324111436
campus appropriating funds therefor,12.65418399123593
barangay health workers barangay,12.626303817602233
install maintain operate,12.62512677401611
program amending purpose republic,12.602379643551453
center appropriating funds,12.59746853060826
systems philippines,12.586639457164104
regular district,12.577705711567678
barangay sangguniang kabataan,12.574434922685844
barangay sangguniang,12.574434922685823
province_makati_city,12.569117362224034
road national,12.5537227932416
broadcasting corporation,12.551834519263004
state college,12.542799981513246
center appropriating,12.539121922782954
republic act 9184,12.533540741329237
act 9184,12.533540741329235
libmanan province,12.523988770723985
libmanan province camarines sur,12.52398877072397
libmanan province camarines,12.52398877072397
establishing medical,12.523525883738905
act establishing medical,12.523525883738877
revised penal code,12.521385388419098
province southern,12.508658428916853
province southern leyte,12.508658428916853
surigao del sur,12.501701867653837
policy providing,12.497972819084257
province surigao del norte,12.497166799898057
establishing special economic,12.49685007250649
establishing special economic zone,12.496850072506488
act establishing special economic,12.496850072506486
prohibiting use,12.490050266063985
establishing department,12.487080606706614
act establishing department,12.487080606706574
granting additional benefits privileges,12.478867823135907
barmm,12.476483785693302
province_nueva_vizcaya,12.469888600799866
regular district office,12.466195226824098
national defense,12.458533763175819
party_apec,12.44645099866867
education ched,12.441339704740251
higher education ched,12.441339704740248
commission higher education ched,12.44133970474024
development authority defining,12.440537637830499
functions purposes,12.439274311708076
prescribing powers functions,12.424914760373902
cebu technological university,12.422356265442325
technological university,12.422356265442321
broadcasting corporation republic,12.41842989889046
broadcasting corporation republic act,12.418429898890457
ref_reforestation,12.414096164588639
philippines amending,12.409705365652663
zamboanga del sur,12.408852180289928
beds appropriating,12.400333843093676
beds appropriating funds,12.400333843093675
universal health care,12.396063873933095
universal health,12.396063873933088
regional trial court additional,12.388967870486812
trial court additional,12.38896787048681
court additional,12.38896787048681
cordillera_administrative_region,12.385745509879342
security act,12.3839671515442
centenarians act,12.357447975570377
forces philippines,12.353734476715637
armed forces philippines,12.353734476715637
1000 beds,12.341492385129138
thousand 1000,12.34149238512913
thousand 1000 beds,12.34149238512913
department environment,12.340336546478884
public health,12.336503746038918
region stationed municipality,12.323765793564155
judicial region stationed municipality,12.323765793564155
southern leyte,12.322146562477094
agricultural fisheries,12.317836514144542
province_zambales,12.317743646812303
2nd district,12.315321988039766
department overseas,12.304513583366884
ref_higher_and_technical_education,12.304146727997582
country providing funds,12.303863554533837
act amending section republic,12.293586893452193
development area,12.287475485239096
tourism development area,12.287475485239087
personnel appropriating,12.284008905256915
personnel appropriating funds,12.284008905256908
inclusive education,12.27466396979836
philippines amending purpose republic,12.267580252900267
municipal trial,12.26465449493651
carta barangays,12.262048380620012
magna carta barangays,12.262048380620003
philippine national police pnp,12.260587088727098
police pnp,12.260587088727096
national police pnp,12.260587088727094
district office,12.24752438303232
amending sections republic,12.244611905973844
amending sections republic act,12.244611905973835
economic zone freeport,12.242857968115622
zone freeport,12.24285796811561
stationed city,12.232864924583916
minimum salary grade,12.228457702163764
act prohibiting use,12.222200653737513
public school,12.19275409966016
penalties sanctions purposes,12.191973758590445
program amending purpose,12.176054347266932
act 7277 amended,12.173236123122035
republic act 7277 amended,12.173236123122035
establish operate maintain,12.167950607192546
powers functions providing,12.163096721715903
certain sections republic act,12.159935426174696
certain sections republic,12.159935426174695
7277 amended,12.158565701442418
holiday province,12.144223190310408
establishing network,12.130717118784371
armed forces philippines afp,12.122687031443009
philippines afp,12.122687031443002
forces philippines afp,12.122687031443002
section 10,12.12093868216859
program amending,12.114687284113256
pambansa blg 129 amended,12.112671456051176
blg 129 amended,12.11267145605117
province_bacolod_city,12.102363799324277
la union,12.101151114957982
service program,12.095221567117004
corporation franchise construct install,12.088719201585025
province_ilocos_sur,12.085818653002683
benefits incentives act,12.083112307730119
providing barangay,12.081967304145373
act providing barangay,12.081967304145358
network franchise construct,12.074846871693062
telecommunications systems philippines,12.07210441176323
franchise establish operate,12.066677471813561
franchise establish operate maintain,12.066677471813556
leyte appropriating funds,12.062629547672135
leyte appropriating,12.062629547672113
province davao,12.054351986364807
cagayan oro city known,12.043264640566111
oro city known,12.043264640566107
school teachers,12.042803995484622
drug rehabilitation center,12.041033936813974
facilities appropriating funds therefor,12.031426376215428
professional development,12.018860075029625
development defining powers functions,12.004775882612543
development defining powers,12.004775882612542
institute appropriating funds therefor,11.999208147591357
family code,11.997615018742852
hospital appropriating,11.980685665193088
hospital appropriating funds,11.980685665193086
franchise construct establish,11.97670236462977
land public domain located,11.962615645468926
fresh water,11.957757851435334
regional trial,11.955657445730768
10 republic,11.953824593793389
10 republic act,11.953824593793366
del sur ecotourism site,11.952119365063368
ref_overseas_workers_affairs,11.947398663207753
development authority defining powers,11.947220520731518
negros occidental appropriating,11.941584387025358
negros occidental appropriating funds,11.941584387025355
land public,11.93401068001732
land public domain,11.93401068001731
commission appropriating funds,11.93136572452089
commission appropriating,11.931365724520873
ref_tourism,11.927409827279408
occidental mindoro,11.923949498081406
known government,11.921047299111523
development defining,11.917437283289335
ref_food_security,11.905051718243133
special economic zone authority,11.898188506779121
lto municipality,11.891435247262581
transportation office lto municipality,11.891435247262581
office lto municipality,11.891435247262576
province nueva,11.888542518502975
duties providing,11.880253448789752
act separating,11.879758686483067
province zamboanga del sur,11.872550465933749
act 6975 amended,11.870909830062363
republic act 6975 amended,11.870909830062352
province davao del sur,11.863117666519749
citizens amending purpose,11.857709255807004
authority appropriating funds,11.850550437169042
authority appropriating,11.850550437169035
authority appropriating funds therefor,11.84566526787627
province south,11.844754796564505
province south cotabato,11.844754796564505
secondary schools,11.84366267824751
province_zamboanga_city,11.808992451378764
ref_public_works_and_highways,11.77725679432763
881 known omnibus election,11.771471155859718
881 known omnibus,11.771471155859716
881 known,11.771471155859714
hospital appropriating funds therefor,11.770920578282905
hazard pay,11.75715263189259
prohibiting discrimination basis,11.749039005934558
parañaque city,11.74627111658996
broadcasting stations philippines purposes,11.73642805237144
stiffer penalties sanctions purposes,11.734727510022033
operate maintain,11.730540577816114
converting road stretching barangay,11.725670065310817
workers providing funds therefor,11.723381578978515
workers providing funds,11.723381578978511
south cotabato,11.713332212711235
determining community forest barangay,11.712876390945144
forest barangay,11.712876390945139
community forest barangay,11.712876390945128
act mandating public,11.709488217017277
management policy,11.708947329388558
zamboanga del norte appropriating,11.695318268235
allocating funds therefor,11.683536248902893
allocating funds,11.683536248902882
1980 amended appropriating funds,11.673197309117128
1980 amended appropriating,11.67319730911712
act 1980 amended appropriating,11.673197309117114
senior citizens amending purpose,11.666796129618291
magna carta workers,11.666510426609292
carta workers,11.666510426609282
act amending certain,11.659845865946409
cagayan oro city,11.652210373276567
agusan del,11.647282157460523
assessment centers,11.641505608102644
tesda training assessment centers,11.641505608102637
training assessment centers,11.641505608102637
republic act 9994,11.641035158652741
act 9994,11.641035158652729
act increasing bed capacity,11.636651670880934
act increasing bed,11.63665167088093
establish operate,11.630065884691211
province_agusan_del_sur,11.628975367734778
29 batas pambansa blg,11.622429193069486
converting road stretching,11.617448403613203
act converting road stretching,11.617448403613194
independent elementary school,11.60974532863519
independent elementary,11.609745328635187
province la union,11.604958757903765
province la,11.60495875790376
creating department overseas,11.604549792441274
act creating department overseas,11.604549792441274
sanctions purposes,11.60194888908639
campus appropriating,11.600904462713313
oro city,11.600698506619723
cebu appropriating funds therefor,11.592349609271501
optional retirement age,11.588049279489589
cebu appropriating funds,11.586679991835744
cebu appropriating,11.586679991835744
hatchery barangay,11.58644436873309
del sur,11.586218364240239
province dinagat,11.5854094543703
requiring mandatory,11.585063921863817
public school teachers,11.581706423259366
providing stiffer penalties sanctions,11.57068132166452
stiffer penalties sanctions,11.570681321664512
economic zone,11.549066761807264
act requiring mandatory,11.543020906717858
sports commission,11.5318554187971
province_davao_de_oro,11.525985102164569
day commemoration foundation,11.51421557574883
upgrading service,11.492893137500078
trial courts,11.489098912407698
province occidental,11.484985042686127
province occidental mindoro,11.484985042686127
management appropriating funds,11.47992348069346
management appropriating,11.479923480693458
management appropriating funds therefor,11.479923480693456
network franchise,11.478121797773266
act instituting national,11.475189043536641
instituting national,11.475189043536638
tagapamayapa barangay,11.474540984807756
region_xii,11.471568131168944
ecotourism zone,11.456800930942578
special nonworking,11.451599975678246
elections amending,11.440187440368373
elections amending purpose,11.44018744036836
philippines amending purpose,11.434907694984933
province zamboanga,11.434244883617577
local government,11.429531653555879
davao del sur,11.399945407853274
province_zamboanga_del_norte,11.39432046957076
philippine sports commission,11.392426701355882
special economic zone freeport,11.39154747245584
dinagat islands,11.388633050000301
powers functions purposes,11.38314616176641
fisheries aquatic,11.330650738111277
fisheries aquatic resources,11.330650738111277
aquatic resources,11.330650738111277
renal replacement,11.315471819106415
renal replacement therapy,11.315471819106413
replacement therapy,11.31547181910641
del sur ecotourism,11.307082561346672
management defining powers,11.305771949933309
management defining powers functions,11.305771949933309
management defining,11.305771949933293
9994 known expanded senior,11.302659005958203
9994 known expanded,11.30265900595819
beds upgrading service,11.299732151730282
beds upgrading service facilities,11.299732151730279
marine hatchery barangay,11.299182845163136
distinct independent barangay,11.2857451645773
distinct independent barangay known,11.285745164577298
zamboanga del,11.27757772472975
high school barangay,11.276905390352415
republic act,11.273829890607121
province agusan del sur,11.270839094890913
land transportation office,11.267286200666682
transportation office,11.26728620066668
providing management,11.25492497922799
9165 known,11.242654740695677
act 9165 known,11.24265474069566
development appropriating,11.233667168979803
development appropriating funds,11.233667168979792
economic zone authority appropriating,11.21440636483267
amending purpose certain provisions,11.201427161176722
purpose certain provisions,11.201427161176714
sur ecotourism site,11.188631002445659
sur ecotourism site appropriating,11.188631002445659
republic act 9165 known,11.178385360517966
northern samar,11.160302173984574
sections republic,11.157385505511908
sections republic act,11.157385505511906
republic act 9136,11.14447201021856
act 9136,11.144472010218555
college appropriating funds therefor,11.136395790988743
province northern,11.125767753148057
province northern samar,11.125767753148056
install operate maintain radio,11.123025131892964
defining powers,11.120892097609646
amending certain sections republic,11.120380794380196
enterprises amending purpose republic,11.118308075690194
university appropriating,11.094309981838643
university appropriating funds,11.094309981838641
university appropriating funds therefor,11.094309981838641
twentyfive 25,11.079902896912685
internal revenue,11.066106299974056
continuing professional development,11.065764985723625
continuing professional,11.065764985723614
mandating public,11.059204200358487
amending purpose section republic,11.052621004356487
purpose section republic,11.052621004356485
purpose section republic act,11.052621004356485
act 6975,11.048414803096245
republic act 6975,11.048414803096245
philippine sports,11.038216951832318
act amending certain provisions,11.033850580160106
act converting road,11.022212005653289
converting road,11.02221200565328
oro city appropriating funds,11.015371513274788
oro city appropriating,11.015371513274786
cagayan oro city appropriating,11.015371513274776
government service insurance,11.008964515192543
service insurance,11.008964515192536
batas pambansa,11.005835004106482
students appropriating funds therefor,10.988410016591526
students appropriating,10.988410016591526
students appropriating funds,10.988410016591526
act 7610,10.985929022564163
republic act 7610,10.985929022564159
tourist destination providing development,10.984238433889466
tourist destination providing,10.984238433889466
philippines appropriating funds therefor,10.975599709647474
program appropriating funds therefor,10.974955411221094
office land transportation office,10.973401898891872
defining powers functions,10.966438425125517
amending section republic act,10.965618546298266
amending section republic,10.965618546298263
amending purpose republic act,10.964889182414439
republic act 7883,10.960245508930239
act 7883,10.960245508930225
amending purpose republic,10.951830656933808
implementing mechanisms,10.947841310680502
providing implementing mechanisms,10.947841310680502
norte national,10.94733466054123
1st district cagayan,10.94555499076349
1st district cagayan oro,10.94555499076348
enterprises amending purpose,10.942175578847419
enterprises amending,10.942175578847396
year special nonworking,10.941575924284919
office appropriating,10.926914124598085
office appropriating funds,10.926914124598085
office appropriating funds therefor,10.926914124598085
act 9994 known expanded,10.92514670557483
norte national road,10.924399618596219
services appropriating funds,10.923031092446513
services appropriating funds therefor,10.92303109244651
services appropriating,10.923031092446504
davao del sur appropriating,10.919485766190368
council appropriating funds therefor,10.918206695197748
abscbn broadcasting corporation,10.916976163069307
abscbn broadcasting,10.916976163069304
province_lanao_del_norte,10.915984371923589
road network,10.910576937662487
province_davao_occidental,10.909399562568552
national high school barangay,10.907227922152934
oriental appropriating funds,10.906224579379707
oriental appropriating funds therefor,10.906224579379705
oriental appropriating,10.9062245793797
salary grade,10.891902487224428
providing penalties violations,10.875192465069595
7432 amended republic act,10.863181671383781
7432 amended republic,10.863181671383778
act 7432 amended republic,10.863181671383774
television broadcasting,10.862742597723702
radio television broadcasting,10.862742597723702
waste management,10.860587582384186
armed forces,10.857578866594002
college appropriating,10.840828131227514
college appropriating funds,10.84082813122751
province dinagat islands,10.840450542307085
region_xiii,10.82269067190374
nonworking holiday,10.81368148719961
citizens amending,10.8134417851914
powers functions,10.812636962470755
effectivity act,10.812478832739675
national high school known,10.806780718275029
province_northern_samar,10.801434820513176
8424 known,10.798736451159447
act 8424 known,10.798736451159442
republic act 8424 known,10.798736451159442
section republic,10.773142963948255
section republic act,10.773142963948253
act prohibiting discrimination basis,10.76191146414514
entitled ꞌan,10.76171822687387
philippines appropriating,10.757880257406178
del norte national road,10.75490204766687
bed capacity,10.752451186936478
risk reduction,10.74118606462417
commission appropriating funds therefor,10.733011908417122
development appropriating funds therefor,10.73177441969004
government finance,10.722870054255136
local government finance,10.722870054255125
national road,10.720095593066077
office land transportation,10.719689188845786
camarines sur,10.71691680193845
province_cavite,10.715902839827617
powers functions duties providing,10.704183412043122
purpose certain provisions republic,10.69846568971083
category protected,10.694747033766404
department national defense,10.6922702387111
department national,10.692270238711096
elections amending purpose republic,10.68667517811871
authority defining powers functions,10.684476945195442
authority defining powers,10.68447694519544
section 13,10.676015530244614
philippines appropriating funds,10.669039533184616
reform act,10.646787960088776
province_isabela,10.646108389532348
powers functions providing funds,10.639555303423826
del norte appropriating,10.622061009665206
del norte appropriating funds,10.6220610096652
393 republic act 7160,10.617518905873869
del norte national,10.616485679630705
known universal,10.613687205460202
authority defining,10.610219314762924
amending purpose section 393,10.600293894072868
senior citizens amending,10.592822963824025
high school appropriating funds,10.591931733170277
development training,10.563125783029786
province appropriating,10.562992587897002
province appropriating funds therefor,10.562992587897
province appropriating funds,10.562992587896996
code 1991 amended,10.558423043358909
1991 amended,10.558423043358909
government code 1991 amended,10.558423043358907
domain located,10.552425389529448
public domain located,10.552425389529446
known barangay health,10.549824602787798
7883 known barangay,10.549824602787798
7883 known barangay health,10.549824602787794
act 9994 known,10.547765705854573
republic act 9994 known,10.547765705854573
norte appropriating funds,10.546100945482861
norte appropriating,10.546100945482854
department overseas filipino,10.529441997682163
department overseas filipino workers,10.52944199768216
protected area category protected,10.529265727129408
area category protected,10.529265727129403
entitled ꞌan act,10.526050545095611
luzon state university,10.52176966286672
penalties sanctions,10.519591458236286
vehicles amending purpose,10.514202312547003
vehicles amending,10.514202312546995
high school appropriating,10.513452631462133
purpose batas pambansa blg,10.509539671680596
13 republic,10.492584721064752
republic act 7160,10.48705472454155
13 republic act,10.468536930882802
region_v,10.465571253323464
known revised,10.461139458012887
section 393,10.457500702932922
act establishing multispecies marine,10.447536564458911
establishing multispecies marine,10.447536564458908
act amending republic,10.446947386424473
act amending republic act,10.446947386424466
functions providing,10.420484552512256
region_viii,10.402821737049294
disaster risk,10.402542927020548
29 batas,10.396151927566358
29 batas pambansa,10.396151927566347
filipino workers,10.392667190546298
republic act 7277,10.385925545589219
act 7277,10.385925545589215
civil code,10.379139971508852
act upgrading minimum,10.377041444014775
upgrading minimum,10.377041444014772
party_lakas,10.37610535139077
trial court cities,10.37338696605569
municipal trial court cities,10.37338696605569
court cities,10.37338696605569
providing penalties violation thereof,10.371317855033775
providing penalties violation,10.371317855033775
prescribing powers functions duties,10.369661096485732
day care workers,10.367679999375996
overseas filipino,10.366828989554486
country appropriating funds therefor,10.363576499586417
act 8042 known migrant,10.358870872186587
republic act 8042 known,10.358870872186579
act 8042 known,10.35887087218657
overseas filipino workers,10.35619690234153
special economic,10.355684157058077
party_prp,10.353941409568312
local government code 1991,10.353717593644685
government code 1991,10.353717593644681
act 7160,10.34907080348071
members lupon,10.34151398831856
statistics authority,10.332943231860297
philippine statistics authority,10.332943231860297
coconut levy,10.328186223187451
coconut levy assets,10.328186223187442
levy assets,10.32818622318744
reduction management,10.325443971521658
franchise construct,10.312825704947322
municipality san jose,10.31128769476855
road appropriating funds therefor,10.301697085280187
providing implementing,10.300103361535736
province agusan,10.296954457557714
province agusan del,10.29695445755771
institute appropriating,10.295713591603347
institute appropriating funds,10.295713591603345
increasing bed,10.28472492615604
increasing bed capacity,10.28472492615604
additional branch,10.253207332757013
micro small,10.252698274622094
solid waste management,10.242961505759283
parañaque city appropriating,10.239633753907274
parañaque city appropriating funds,10.23963375390727
allowance public,10.237646942826311
allowance public school,10.23764694282631
allowance public school teachers,10.23764694282631
water resources,10.234853443482713
maintain radio broadcasting,10.234730625191236
operate maintain radio broadcasting,10.234730625191235
maintain radio broadcasting stations,10.234730625191233
